super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
2409,Itawamba Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,4,.2099048,.16260293
2409,Itawamba Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,5,.072422341,.29788643
2739,Ithaca College,Private Non-profit,Selective private,Four-year,NY,1,.038133666,.36243996
2739,Ithaca College,Private Non-profit,Selective private,Four-year,NY,2,.070935674,.37797353
2739,Ithaca College,Private Non-profit,Selective private,Four-year,NY,3,.12750107,.40326589
2739,Ithaca College,Private Non-profit,Selective private,Four-year,NY,4,.22284475,.42152292
2739,Ithaca College,Private Non-profit,Selective private,Four-year,NY,5,.5405848,.48255274
97,Ivy Tech Community College Of Indiana System,Public,Two-year (public and private not-for-profit),Two-year,IN,1,.13201554,.073219724
97,Ivy Tech Community College Of Indiana System,Public,Two-year (public and private not-for-profit),Two-year,IN,2,.19230212,.09225376
97,Ivy Tech Community College Of Indiana System,Public,Two-year (public and private not-for-profit),Two-year,IN,3,.24380277,.12170977
97,Ivy Tech Community College Of Indiana System,Public,Two-year (public and private not-for-profit),Two-year,IN,4,.27885249,.14603035
97,Ivy Tech Community College Of Indiana System,Public,Two-year (public and private not-for-profit),Two-year,IN,5,.15302706,.17241621
3759,J Sargeant Reynolds Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,1,.12676841,.086708434
3759,J Sargeant Reynolds Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,2,.19181623,.1271698
3759,J Sargeant Reynolds Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,3,.19646847,.15225059
3759,J Sargeant Reynolds Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,4,.25377029,.15849732
3759,J Sargeant Reynolds Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,5,.23117676,.18460539
2274,Jackson College,Public,Two-year (public and private not-for-profit),Two-year,MI,1,.10476068,.085823976
2274,Jackson College,Public,Two-year (public and private not-for-profit),Two-year,MI,2,.1650926,.10693751
2274,Jackson College,Public,Two-year (public and private not-for-profit),Two-year,MI,3,.23652449,.12625416
2274,Jackson College,Public,Two-year (public and private not-for-profit),Two-year,MI,4,.30508247,.16281378
2274,Jackson College,Public,Two-year (public and private not-for-profit),Two-year,MI,5,.18853977,.19181518
4937,Jackson State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1,.15331045,.092420556
4937,Jackson State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,2,.19835728,.097234622
4937,Jackson State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,3,.2558834,.13067868
4937,Jackson State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,4,.26128688,.15660954
4937,Jackson State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,5,.13116193,.20640917
2410,Jackson State University,Public,Selective public,Four-year,MS,1,.3050558,.097448327
2410,Jackson State University,Public,Selective public,Four-year,MS,2,.28829518,.15595829
2410,Jackson State University,Public,Selective public,Four-year,MS,3,.18668142,.18251178
2410,Jackson State University,Public,Selective public,Four-year,MS,4,.14599089,.21574764
2410,Jackson State University,Public,Selective public,Four-year,MS,5,.073976681,.23520835
1020,Jacksonville State University,Public,Selective public,Four-year,AL,1,.1268723,.10377237
1020,Jacksonville State University,Public,Selective public,Four-year,AL,2,.17773406,.13967855
1020,Jacksonville State University,Public,Selective public,Four-year,AL,3,.23913418,.14953908
1020,Jacksonville State University,Public,Selective public,Four-year,AL,4,.27412018,.19933209
1020,Jacksonville State University,Public,Selective public,Four-year,AL,5,.18213928,.21443847
1495,Jacksonville University,Private Non-profit,Selective private,Four-year,FL,1,.07648842,.1614102
1495,Jacksonville University,Private Non-profit,Selective private,Four-year,FL,2,.15547481,.28586289
1495,Jacksonville University,Private Non-profit,Selective private,Four-year,FL,3,.18124476,.30673391
1495,Jacksonville University,Private Non-profit,Selective private,Four-year,FL,4,.2416161,.36884424
1495,Jacksonville University,Private Non-profit,Selective private,Four-year,FL,5,.34517586,.39693192
10027,James A. Rhodes State College,Public,Two-year (public and private not-for-profit),Two-year,OH,1,.095145904,.087472193
10027,James A. Rhodes State College,Public,Two-year (public and private not-for-profit),Two-year,OH,2,.17701022,.14130473
10027,James A. Rhodes State College,Public,Two-year (public and private not-for-profit),Two-year,OH,3,.31471619,.13682669
10027,James A. Rhodes State College,Public,Two-year (public and private not-for-profit),Two-year,OH,4,.31394637,.18046433
10027,James A. Rhodes State College,Public,Two-year (public and private not-for-profit),Two-year,OH,5,.099181339,.22928698
1060,James H. Faulkner State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,.16081138,.083903961
1060,James H. Faulkner State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,.18650146,.11871452
1060,James H. Faulkner State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,.21752772,.1153538
1060,James H. Faulkner State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,.26308811,.1704071
1060,James H. Faulkner State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,.17207132,.20927113
3721,James Madison University,Public,Selective public,Four-year,VA,1,.018523922,.40409702
3721,James Madison University,Public,Selective public,Four-year,VA,2,.045060128,.43031126
3721,James Madison University,Public,Selective public,Four-year,VA,3,.099718481,.43616331
3721,James Madison University,Public,Selective public,Four-year,VA,4,.19188838,.46738398
3721,James Madison University,Public,Selective public,Four-year,VA,5,.64480901,.53047502
7687,James Sprunt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1,.28171602,.017209683
7687,James Sprunt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,2,.29020882,.0348849
7687,James Sprunt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,3,.20401143,.12511754
7687,James Sprunt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,4,.17144008,.12193199
7687,James Sprunt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,5,.052623734,.14757575
2990,Jamestown College,Private Non-profit,Selective private,Four-year,ND,1,.055782977,.44408655
2990,Jamestown College,Private Non-profit,Selective private,Four-year,ND,2,.17870648,.24048634
2990,Jamestown College,Private Non-profit,Selective private,Four-year,ND,3,.25665605,.34605902
2990,Jamestown College,Private Non-profit,Selective private,Four-year,ND,4,.32650703,.36048427
2990,Jamestown College,Private Non-profit,Selective private,Four-year,ND,5,.18234749,.34002265
2869,Jamestown Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,.15476562,.085597582
2869,Jamestown Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,.20655634,.11844297
2869,Jamestown Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,.28702828,.11159275
2869,Jamestown Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,.24106134,.18228403
2869,Jamestown Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,.11058831,.1908309
2468,Jefferson College,Public,Two-year (public and private not-for-profit),Two-year,MO,1,.08966656,.097587049
2468,Jefferson College,Public,Two-year (public and private not-for-profit),Two-year,MO,2,.14174268,.13453229
2468,Jefferson College,Public,Two-year (public and private not-for-profit),Two-year,MO,3,.25088906,.16797087
2468,Jefferson College,Public,Two-year (public and private not-for-profit),Two-year,MO,4,.34622231,.2210155
2468,Jefferson College,Public,Two-year (public and private not-for-profit),Two-year,MO,5,.17147946,.25047138
6961,Jefferson Community And Technical College,Public,Two-year (public and private not-for-profit),Two-year,KY,1,.11280152,.090642944
6961,Jefferson Community And Technical College,Public,Two-year (public and private not-for-profit),Two-year,KY,2,.15933348,.10551724
6961,Jefferson Community And Technical College,Public,Two-year (public and private not-for-profit),Two-year,KY,3,.27695376,.1348381
6961,Jefferson Community And Technical College,Public,Two-year (public and private not-for-profit),Two-year,KY,4,.30509329,.1689768
6961,Jefferson Community And Technical College,Public,Two-year (public and private not-for-profit),Two-year,KY,5,.14581801,.18097992
2870,Jefferson Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,.16422865,.12787554
2870,Jefferson Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,.22011095,.13901529
2870,Jefferson Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,.28492001,.1733226
2870,Jefferson Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,.21148787,.18624756
2870,Jefferson Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,.11925259,.25452265
1021,Jefferson Davis Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,.32824939,.058026101
1021,Jefferson Davis Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,.26238635,.10879261
1021,Jefferson Davis Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,.212386,.10623484
1021,Jefferson Davis Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,.13371107,.19794402
1021,Jefferson Davis Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,.063267142,.23440224
1022,Jefferson State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,.11875201,.090576999
1022,Jefferson State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,.15569685,.11458042
1022,Jefferson State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,.20640478,.12594832
1022,Jefferson State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,.27704629,.16221492
1022,Jefferson State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,.24210006,.18669097
8076,John A. Logan College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,.16178943,.062701166
8076,John A. Logan College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,.19393806,.09167359
8076,John A. Logan College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,.25025305,.14747798
8076,John A. Logan College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,.25449681,.17219393
8076,John A. Logan College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,.13952251,.21546718
1100,John Brown University,Private Non-profit,Selective private,Four-year,AR,1,.082645535,.25419873
1100,John Brown University,Private Non-profit,Selective private,Four-year,AR,2,.10690287,.1262697
1100,John Brown University,Private Non-profit,Selective private,Four-year,AR,3,.19913967,.31051689
1100,John Brown University,Private Non-profit,Selective private,Four-year,AR,4,.27456504,.27824345
1100,John Brown University,Private Non-profit,Selective private,Four-year,AR,5,.33674696,.35065836
3050,John Carroll University,Private Non-profit,Selective private,Four-year,OH,1,.034117755,.2847926
3050,John Carroll University,Private Non-profit,Selective private,Four-year,OH,2,.080445617,.45923948
3050,John Carroll University,Private Non-profit,Selective private,Four-year,OH,3,.16177124,.43207902
3050,John Carroll University,Private Non-profit,Selective private,Four-year,OH,4,.27371502,.48354521
3050,John Carroll University,Private Non-profit,Selective private,Four-year,OH,5,.44995043,.52339476
